fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,SJ_Eblen,#ChetcoBarFire  Now no. 1 nat'l wildfire priority!,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
chetco-bar,hopejoyandfaith,Marie Moses here is the link that needs to be advertised. We can't use Go-fund-me at this time. https://t.co/oqhWX8OlkD,Fire Progression,Sharing updates and resources,Neutral/Informational,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,kdawgswift,@coachfisher_rp @CoachFore @slade248 @IMFB_Blog holy smokes - no pun intended that is our K-8 cafeteria at Riley Creek #ChetcoBarFire https://t.co/PLzLpDoEaa,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,Alexarae14,❤️🙏🏼 #ChetcoBarFire #brookingsprayers https://t.co/KQQSL5yT4T,Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire #TopPriority https://t.co/TeHDAMCfIU,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,SteffanySodden,"@realDonaldTrump We need your help sir. The #ChetcoBarFire is now over 98,000 acres. Please send us some help.",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,lexibelanio,My heart wasn't hurting until I saw this. #ChetcoBarFire https://t.co/7Qr06nN46T,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,tedgleichman,🔥#Oregon now top US priority #Wildfire 100K acres #ForestFire 3K people at risk #ClimateCrisis #Climate #ForestFires https://t.co/hXuXUzun76,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,RoseMantle,https://t.co/z4HBau0yBW,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alyshia_pacino,@realDonaldTrump     Brookings Oregon needs your help!!! The Chetco Bar Fire is at 98k acres with 0% containment! Our town is at risk! HELP!,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,alyshia_pacino,@realDonaldTrump  3000 have been evacuated! The fire is surrounding our little town. We need more resources!! Chetco Bar Fire Brookings OR,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Distressed/Urgent,Personal Experience and Community Impact
chetco-bar,DeborahDupre,"To My Oregon Friends, I'm extremely sorry to see you're being poisoned by #ChetcoBarFire , already 100,000acres. I pray you &amp; homes R safe. https://t.co/4UUENN8Dzz",Fire Progression,"Solidarity, prayer, and gratitude",Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,alyshia_pacino,@realDonaldTrump                                       #ChetcoBarFire  https://t.co/GxiGgzyhY5,Public Accountability,,,,Media Amplification and Information Gaps,Frustrated/Critical,Media and Information Sharing
chetco-bar,alyshia_pacino,@VP     #ChetcoBarFire                https://t.co/GxiGgzyhY5,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,trekspresso,Join us in praying for the community of Brookings: https://t.co/DVRBym9SOG,Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,BeckybaconBecky,"Brookings, Oregon, Wildfire Now The 'Top Priority' Fire In The Country https://t.co/oFvM0p5EJ8",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,alyshia_pacino,@realDonaldTrump #ChetcoBarFire needs more resources!,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Frustrated/Critical,Operational Response and Resources
chetco-bar,HorseKrazyChick,https://t.co/KtFOffMSlw https://t.co/EiAOhXKEV3,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,kevinredefined,"Chetco Bar Fire In Brookings Now The Top Priority Fire In The Country https://t.co/cGOvuj2S64
Never forget #HotShots #AirTankers #WildFire",Operational Coordination,Seeking visibility and official action,Anger/Blame,Fire status and operations,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,DrkMtt3r,"Delayed response to #ChetcoBarFire now jeopardizing town as fire grows to 100,000 acres, 3 homes lost, fire 2mi away
https://t.co/NYkXVxtyCi",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,DeviSafir,@inciweb #ChetcoBarFire https://t.co/eGRNEHWDTC,Geospatial Mapping,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,NW_Glamour,"Damn! Still going.  Brookings area is an awesome place to vacation, so weird to see it burning like this. https://t.co/Qif1iXm1of",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,publiclandlvr,https://t.co/uJ1pnTzB8T @RRSNF @currypilot via @OPB,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,HorseKrazyChick,This sucks! https://t.co/ekw34Pe8eh,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,hopejoyandfaith,Please be aware when you are donating funds for the Chetco Bar Fire that you are using a reputable site. Contact... https://t.co/hR1YaN3y3G,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Media Amplification and Information Gaps,Concerned/Anxious,Media and Information Sharing
chetco-bar,shan02,"I spent a lot of my summers in Brookings, Oregon. Amazing place prayers for the community and the firefighters #ChetcoBarFire",Operational Coordination,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,Firefighting Operations and Crew Deployment,Grateful/Supportive,Operational Response and Resources
chetco-bar,prit890,"Chetco Bar Fire in Oregon quadruples in four days, approaches 100,000 acres https://t.co/0UgNQOSsUK",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,faustroll,"Chetco Bar Fire is now the “top priority fire” in the country.  
https://t.co/V4LKh0qD7X",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,JORDANGOWER1,"Brookings, Oregon, Wildfire Now The 'Top Priority' Fire In The Country https://t.co/8P8e5L0uTI",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,kaystray19,it rains in brookings basically 300 days out of the year and if today could be one of them that would be great #ChetcoBarFire,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,TheCoolishMom,"#ChetcoBarFire is now burning close to 100,000 acres 😢 https://t.co/fXxZUuKDDI",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KSWildFacts,"Maybe this account should be tweeting about the Chetco Bar wildfire. 95,000 acres + https://t.co/gGPlbvdabj",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KSWildFacts,"Are you standing with the Chetco Bar fire, too? You helped make it. https://t.co/MdeS78Epdk",Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,KSWildFacts,"@SierraClub Are you standing with the Chetco Bar fire, too? You helped make it.",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KSWildFacts,"@enviroregon Maybe this account should be tweeting about the Chetco Bar wildfire. 95,000 acres + That's what your ""protection"" does.",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,aitetta,"Brookings, Oregon, Wildfire Now The 'Top Priority' Fire In The Country https://t.co/pbpEqcdavU",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,webchickbot,The Heartbreaking #ChetcoBarFire Is Now The Top Priority Fire In The Country https://t.co/taEfOTV1Uf,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,richardgpoor,#ChetcoBarFire #brookingsoregon https://t.co/5g7rlCOtv8,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,OR7Wolife,"Brookings, Oregon, Wildfire Now The 'Top Priority' Fire In The Country https://t.co/L6TkuYIJvf",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,shadesofhippy,"Kalmiopsis Wilderness, Vulcan Lake, &amp; fire #kalmiopsis #fireseason #shadesofhippy #hiking #lakes #goplayoutside #oregon #pnw #chetcobar https://t.co/76Pex8OYBJ",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,JustMeKimberly,Wowsers https://t.co/FYM8G0Xj91,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,KSWildFacts,How many forest animals will burn in the Chetco Bar fire? Poor Bambie. We may sue on their behalf.,Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,hf2101,"Wow, we are going to be just down the coast from this in two weeks.  Hope for containment with no loss of... https://t.co/9Rkn3X5o1Y",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,HorseKrazyChick,It's getting worse!🔥😳🔥 https://t.co/BB2uOrwXnQ,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,HorseKrazyChick,More new info https://t.co/AH1eA8KRVX,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Jessicaarayad,"Brookings, Oregon, Wildfire Now The 'Top Priority' Fire In The Country https://t.co/VuYYJyRxMA",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,NIKKI080501,#ChetcoBarFire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
